47.56	22.28
43.45	32.92
9.58	28.14
49.07	4.84
38.46	10.65
37.86	25.23
49.30	29.78
47.38	9.88
8.31	16.60
30.87	22.08
5.07	12.49
23.00	3.93
21.97	29.58
23.51	28.89
36.43	5.12
18.11	26.27
10.09	49.00
18.82	6.76
18.13	11.08
38.74	8.28
31.80	0.35
39.86	4.50
40.39	37.02
27.51	20.65
10.40	15.88
47.71	27.94
24.78	0.26
24.26	34.57
42.63	39.30
43.66	35.80
38.08	12.49
44.80	46.44
28.92	36.53
20.21	26.77
0.39	28.95
7.97	43.49
1.06	23.63
12.73	10.80
26.47	3.14
6.96	22.16
42.19	35.78
38.07	29.68
17.91	7.34
46.78	8.58
32.43	45.19
9.51	2.99
41.21	45.92
15.41	6.19
11.92	42.22
21.09	25.39
42.57	47.80
43.07	43.94
37.84	34.09
4.27	49.54
34.65	48.18
14.45	31.28
48.75	7.70
30.86	26.05
5.11	15.03
12.04	11.34
35.54	13.69
28.96	29.28
4.84	34.35
8.93	23.19
24.47	30.64
48.67	34.30
21.34	27.52
27.87	4.62
34.47	3.59
27.29	12.83
7.56	43.03
42.90	10.44
42.03	1.57
44.04	13.48
36.75	44.39
15.84	40.65
13.74	43.93
8.15	48.31
42.00	46.45
37.54	49.93
5.36	24.73
29.41	39.82
39.96	30.67
23.48	0.74
43.25	41.55
43.73	37.20
43.18	41.58
34.50	45.84
11.89	31.07
21.23	22.73
7.78	2.13
34.17	20.00
39.59	31.62
27.48	11.60
35.50	24.26
27.90	6.60
23.82	27.82
3.42	10.20
23.68	17.32
44.74	7.90
8.84	29.88
43.67	40.38
15.22	49.90
13.46	40.29
37.43	44.43
31.92	9.08
3.71	25.44
40.79	36.97
39.24	9.47
31.91	44.77
44.55	24.52
31.85	1.11
24.28	34.72
44.69	39.34
0.90	28.67
25.48	42.71
20.92	29.89
28.40	31.75
37.69	0.72
8.12	3.00
20.36	5.29
44.89	10.99
27.73	47.74
17.03	3.64
20.32	6.49
11.95	21.10
18.09	4.54
33.99	43.06
10.93	36.73
0.58	30.21
36.27	46.94
48.43	44.03
47.57	38.00
17.36	36.23
29.72	2.23
22.02	6.33
28.94	32.34
32.69	43.07
29.98	46.42
17.93	48.17
4.96	10.38
18.46	31.68
19.48	1.15
0.79	7.22
44.74	37.07
36.17	39.61
26.41	28.51
42.60	36.40
19.63	39.64
22.01	37.58
43.05	23.06
17.73	46.03
44.96	0.22
14.47	41.52
11.92	38.44
12.07	49.89
46.79	1.83
35.07	36.96
0.05	20.92
45.67	40.54
35.54	15.75
13.86	17.05
41.04	31.41
42.97	46.79
6.53	26.75
21.22	14.61
19.16	36.01
18.83	30.77
45.87	10.38
49.96	49.34
42.62	8.88
27.64	19.58
44.76	31.49
15.53	3.40
44.01	17.73
16.58	13.15
3.27	42.58
47.93	20.58
1.09	47.86
47.81	19.35
33.33	10.49
24.36	14.37
35.78	23.66
47.55	32.10
21.47	19.80
26.16	11.21
22.53	35.48
27.94	24.22
33.64	20.61
39.42	15.64
27.16	30.80
32.50	27.26
40.66	3.91
18.75	22.27
9.27	23.35
22.32	30.19
1.38	14.86
11.62	43.63
26.57	9.92
24.31	24.82
26.59	15.83
10.62	9.49
34.23	36.43
18.43	43.12
12.02	47.50
17.13	20.10
10.54	14.39
23.90	29.33
22.18	31.54
6.03	37.36
16.61	48.22
0.35	11.80
16.74	33.83
17.28	21.23
20.75	48.48
2.39	15.29
39.07	41.52
42.44	44.42
20.91	12.93
19.03	8.45
37.35	41.29
2.44	13.35
27.07	5.24
45.45	8.52
3.47	25.35
33.55	19.12
46.31	22.76
18.15	28.24
49.98	8.40
8.70	31.90
33.52	19.78
13.69	9.23
30.31	31.58
18.14	29.49
1.57	17.43
19.02	34.12
13.46	21.04
43.11	36.34
9.84	4.71
21.91	18.79
17.10	33.18
12.14	45.80
24.50	34.04
39.11	3.19
36.96	2.94
40.64	24.55
23.22	16.91
34.76	0.47
2.50	12.88
18.66	34.42
26.36	14.53
47.72	12.12
10.65	3.66
40.34	42.29
39.18	49.36
5.60	14.90
18.58	44.57
31.33	23.07
3.10	45.55
12.39	38.11
29.30	2.02
9.19	11.39
49.66	31.74
32.83	17.12
10.85	2.25
13.37	10.93
18.12	48.00
44.58	44.95
12.65	24.84
32.77	40.92
38.64	8.57
3.98	31.38
25.82	8.77
26.26	34.82
20.39	41.26
6.62	20.34
26.19	15.47
35.23	33.96
40.28	44.75
28.62	35.06
23.05	17.92
36.18	30.35
42.11	14.56
41.66	46.99
19.77	34.86
12.50	49.50
49.63	10.60
9.10	4.94
3.37	17.03
42.20	10.88
25.53	28.24
1.80	35.40
36.34	0.10
31.44	40.19
22.91	27.31
48.56	5.91
34.65	33.40
24.59	10.42
1.15	21.92
15.64	28.21
15.54	33.93
46.18	34.65
36.88	39.03
46.72	15.09
14.72	37.88
14.21	38.20
23.67	48.39
11.83	1.88
16.42	11.56
30.22	44.26
39.26	28.26
32.87	38.77
10.65	28.62
49.33	15.45
40.63	13.86
49.20	41.64
33.51	22.73
47.56	7.80
30.62	13.54
9.54	44.68
7.10	4.22
2.67	15.82
44.61	49.05
49.17	4.85
39.02	33.09
5.25	37.83
10.17	48.65
48.25	9.54
18.91	18.56
23.85	37.48
48.18	25.17
6.51	32.72
29.54	5.91
31.68	13.98
36.74	46.48
29.67	4.77
41.63	26.94
29.24	44.06
35.98	13.63
8.09	36.70
41.68	44.44
14.55	6.61
34.89	11.52
8.63	11.25
18.25	45.99
26.80	6.00
19.47	45.75
29.16	19.50
49.22	46.24
27.49	40.27
34.57	37.46
9.43	5.75
38.06	18.04
22.60	11.71
37.18	21.70
27.13	20.83
1.94	48.80
11.06	29.74
11.42	11.13
5.98	29.88
9.07	6.58
4.47	23.56
21.31	2.34
15.59	47.85
11.96	42.68
30.33	22.86
16.51	6.76
4.60	33.34
49.79	26.60
3.31	29.67
38.54	27.13
24.13	39.25
3.40	41.75
34.99	19.54
39.54	43.04
17.68	39.57
43.11	37.62
42.98	9.81
31.78	48.95
31.11	5.95
21.23	14.45
30.05	17.33
3.56	9.58
34.48	25.32
47.39	44.33
43.83	33.18
43.38	19.85
31.02	39.22
6.60	12.61
30.93	0.06
46.44	19.25
24.44	25.74
34.01	47.88
3.57	5.14
22.89	26.31
42.09	49.47
35.49	8.90
37.39	29.89
12.16	6.78
7.63	30.96
1.70	28.95
17.64	37.70
37.74	35.12
32.65	47.48
24.53	40.64
17.53	4.79
39.77	7.99
18.41	7.00
41.36	25.09
25.99	13.54
41.70	37.22
30.71	33.33
48.14	5.75
10.32	7.81
17.22	27.20
11.72	8.75
1.40	3.86
42.41	44.92
31.62	7.14
25.98	43.20
42.93	39.77
41.26	2.01
23.34	27.54
48.74	24.78
11.25	18.11
15.11	33.73
0.00	27.90
36.42	7.51
45.39	20.90
39.76	36.18
40.93	46.31
13.27	25.54
48.00	16.78
36.43	34.71
16.27	37.84
15.84	41.64
5.21	37.42
19.71	28.64
20.08	17.52
8.49	4.21
40.70	5.00
47.26	1.85
4.93	44.35
17.77	22.92
2.94	31.11
38.01	42.73
28.34	44.17
32.27	10.30
49.49	0.22
12.91	18.37
3.84	7.04
4.50	17.48
30.52	21.38
41.64	4.84
47.22	20.50
34.94	30.53
1.71	34.45
43.65	34.81
5.73	30.77
17.98	36.14
35.40	37.33
28.39	41.54
36.74	3.14
40.31	36.60
9.59	38.38
20.22	46.55
5.26	10.09
1.22	40.24
42.81	2.66
7.19	13.68
14.04	0.93
14.05	33.04
21.15	34.34
34.87	25.17
47.94	47.68
46.53	2.45
28.06	41.26
6.35	22.72
25.15	1.45
21.15	21.37
23.32	20.31
11.52	9.33
32.72	12.38
36.21	43.83
39.62	4.53
19.69	1.36
37.30	7.14
18.06	28.78
7.28	37.30
32.02	33.07
49.51	16.44
31.62	3.12
36.52	46.43
8.13	25.85
13.57	11.97
6.64	35.62
10.34	43.15
44.58	29.71
17.84	37.94
34.52	36.24
16.78	25.93
26.79	35.82
15.72	28.77
10.13	49.62
26.75	39.38
3.06	15.35
38.76	44.56
6.40	20.42
38.66	7.35
46.34	29.76
49.81	33.08
44.71	23.96
30.54	11.41
9.56	39.26
7.59	12.00
45.57	0.90
48.67	17.00
16.94	27.45
11.54	9.54
33.36	30.86
35.50	1.47
2.36	9.40
24.73	14.61
43.86	8.62
32.46	8.00
38.02	20.50
34.59	46.81
0.21	22.48
5.03	2.75
4.55	31.13
